,ms_file_label,peak_label,mz_mean,peak_area,Sample
340,LA_6_pos_64,LycoEscu_rt2p4,1270.6076,0.0,LA
341,LA_7_pos_86,Dehydrotomatine,1034.5422,299582.0,LA
342,LA_7_pos_86,alpha-Tomatine,1036.5613,4361950.0,LA
343,LA_7_pos_86,Tomatidine,416.3531,0.0,LA
344,LA_7_pos_86,Hydroxytomatine_range,1050.55,1016575.0,LA
345,LA_7_pos_86,Acetoxytomatine_II_rt4p4,1092.5608,133092.0,LA
346,LA_7_pos_86,Acetoxytomatine_II_rt5p3,1092.5608,10781908.0,LA
347,LA_7_pos_86,Acetoxytomatine_II_rt5p4,1092.5608,1214439.0,LA
348,LA_7_pos_86,EsculeosideB_rt2p2,1228.5957,0.0,LA
349,LA_7_pos_86,EsculeosideB_rt2p3,1228.5957,0.0,LA
350,LA_7_pos_86,LycoEscu_rt3p3,1270.6076,0.0,LA
351,LA_7_pos_86,LycoEscu_rt2p4,1270.6076,0.0,LA
352,LA_8_pos_170,Dehydrotomatine,1034.5422,1414005.0,LA
353,LA_8_pos_170,alpha-Tomatine,1036.5613,6325364.0,LA
354,LA_8_pos_170,Tomatidine,416.3531,807856.0,LA
355,LA_8_pos_170,Hydroxytomatine_range,1050.55,68660.0,LA
356,LA_8_pos_170,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
357,LA_8_pos_170,Acetoxytomatine_II_rt5p3,1092.5608,64592.0,LA
358,LA_8_pos_170,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
359,LA_8_pos_170,EsculeosideB_rt2p2,1228.5957,0.0,LA
360,LA_8_pos_170,EsculeosideB_rt2p3,1228.5957,0.0,LA
361,LA_8_pos_170,LycoEscu_rt3p3,1270.6076,0.0,LA
362,LA_8_pos_170,LycoEscu_rt2p4,1270.6076,0.0,LA
363,LA_9_pos_171,Dehydrotomatine,1034.5422,1497871.0,LA
364,LA_9_pos_171,alpha-Tomatine,1036.5613,6624639.0,LA
365,LA_9_pos_171,Tomatidine,416.3531,811772.0,LA
366,LA_9_pos_171,Hydroxytomatine_range,1050.55,98980.0,LA
367,LA_9_pos_171,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
368,LA_9_pos_171,Acetoxytomatine_II_rt5p3,1092.5608,87440.0,LA
369,LA_9_pos_171,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
370,LA_9_pos_171,EsculeosideB_rt2p2,1228.5957,0.0,LA
371,LA_9_pos_171,EsculeosideB_rt2p3,1228.5957,0.0,LA
372,LA_9_pos_171,LycoEscu_rt3p3,1270.6076,0.0,LA
373,LA_9_pos_171,LycoEscu_rt2p4,1270.6076,0.0,LA
374,LA_10_pos_95,Dehydrotomatine,1034.5422,563471.0,LA
375,LA_10_pos_95,alpha-Tomatine,1036.5613,5106676.0,LA
376,LA_10_pos_95,Tomatidine,416.3531,0.0,LA
377,LA_10_pos_95,Hydroxytomatine_range,1050.55,10386795.0,LA
378,LA_10_pos_95,Acetoxytomatine_II_rt4p4,1092.5608,82885.0,LA
379,LA_10_pos_95,Acetoxytomatine_II_rt5p3,1092.5608,5207743.0,LA
380,LA_10_pos_95,Acetoxytomatine_II_rt5p4,1092.5608,717357.0,LA
381,LA_10_pos_95,EsculeosideB_rt2p2,1228.5957,0.0,LA
382,LA_10_pos_95,EsculeosideB_rt2p3,1228.5957,0.0,LA
383,LA_10_pos_95,LycoEscu_rt3p3,1270.6076,0.0,LA
384,LA_10_pos_95,LycoEscu_rt2p4,1270.6076,0.0,LA
385,OH_1_pos_184,Dehydrotomatine,1034.5422,1441008.0,OH
386,OH_1_pos_184,alpha-Tomatine,1036.5613,5865053.0,OH
387,OH_1_pos_184,Tomatidine,416.3531,807376.0,OH
388,OH_1_pos_184,Hydroxytomatine_range,1050.55,0.0,OH
389,OH_1_pos_184,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
390,OH_1_pos_184,Acetoxytomatine_II_rt5p3,1092.5608,72294.0,OH
391,OH_1_pos_184,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
392,OH_1_pos_184,EsculeosideB_rt2p2,1228.5957,0.0,OH
393,OH_1_pos_184,EsculeosideB_rt2p3,1228.5957,0.0,OH
394,OH_1_pos_184,LycoEscu_rt3p3,1270.6076,0.0,OH
395,OH_1_pos_184,LycoEscu_rt2p4,1270.6076,0.0,OH
396,OH_2_pos_68,Dehydrotomatine,1034.5422,1279845.0,OH
397,OH_2_pos_68,alpha-Tomatine,1036.5613,5616185.0,OH
398,OH_2_pos_68,Tomatidine,416.3531,0.0,OH
399,OH_2_pos_68,Hydroxytomatine_range,1050.55,14576.0,OH
400,OH_2_pos_68,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
401,OH_2_pos_68,Acetoxytomatine_II_rt5p3,1092.5608,67668.0,OH
402,OH_2_pos_68,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
403,OH_2_pos_68,EsculeosideB_rt2p2,1228.5957,0.0,OH
404,OH_2_pos_68,EsculeosideB_rt2p3,1228.5957,0.0,OH
405,OH_2_pos_68,LycoEscu_rt3p3,1270.6076,0.0,OH
406,OH_2_pos_68,LycoEscu_rt2p4,1270.6076,0.0,OH
407,OH_3_pos_40,Dehydrotomatine,1034.5422,1059012.0,OH
408,OH_3_pos_40,alpha-Tomatine,1036.5613,5015143.0,OH
409,OH_3_pos_40,Tomatidine,416.3531,0.0,OH
410,OH_3_pos_40,Hydroxytomatine_range,1050.55,4144.0,OH
411,OH_3_pos_40,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
412,OH_3_pos_40,Acetoxytomatine_II_rt5p3,1092.5608,82560.0,OH
413,OH_3_pos_40,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
414,OH_3_pos_40,EsculeosideB_rt2p2,1228.5957,0.0,OH
415,OH_3_pos_40,EsculeosideB_rt2p3,1228.5957,0.0,OH
416,OH_3_pos_40,LycoEscu_rt3p3,1270.6076,0.0,OH
417,OH_3_pos_40,LycoEscu_rt2p4,1270.6076,0.0,OH
418,OH_4_pos_111,Dehydrotomatine,1034.5422,1137964.0,OH
419,OH_4_pos_111,alpha-Tomatine,1036.5613,5343319.0,OH
420,OH_4_pos_111,Tomatidine,416.3531,0.0,OH
421,OH_4_pos_111,Hydroxytomatine_range,1050.55,51833.0,OH
422,OH_4_pos_111,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
423,OH_4_pos_111,Acetoxytomatine_II_rt5p3,1092.5608,60976.0,OH
424,OH_4_pos_111,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
425,OH_4_pos_111,EsculeosideB_rt2p2,1228.5957,0.0,OH
426,OH_4_pos_111,EsculeosideB_rt2p3,1228.5957,0.0,OH
427,OH_4_pos_111,LycoEscu_rt3p3,1270.6076,0.0,OH
428,OH_4_pos_111,LycoEscu_rt2p4,1270.6076,0.0,OH
429,OH_5_pos_18,Dehydrotomatine,1034.5422,780739.0,OH
430,OH_5_pos_18,alpha-Tomatine,1036.5613,3754620.0,OH
431,OH_5_pos_18,Tomatidine,416.3531,0.0,OH
432,OH_5_pos_18,Hydroxytomatine_range,1050.55,0.0,OH
433,OH_5_pos_18,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
434,OH_5_pos_18,Acetoxytomatine_II_rt5p3,1092.5608,37410.0,OH
435,OH_5_pos_18,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
436,OH_5_pos_18,EsculeosideB_rt2p2,1228.5957,0.0,OH
437,OH_5_pos_18,EsculeosideB_rt2p3,1228.5957,0.0,OH
438,OH_5_pos_18,LycoEscu_rt3p3,1270.6076,0.0,OH
439,OH_5_pos_18,LycoEscu_rt2p4,1270.6076,0.0,OH
440,OH_6_pos_45,Dehydrotomatine,1034.5422,1366776.0,OH
441,OH_6_pos_45,alpha-Tomatine,1036.5613,5955794.0,OH
442,OH_6_pos_45,Tomatidine,416.3531,0.0,OH
443,OH_6_pos_45,Hydroxytomatine_range,1050.55,8866.0,OH
444,OH_6_pos_45,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
445,OH_6_pos_45,Acetoxytomatine_II_rt5p3,1092.5608,88546.0,OH
446,OH_6_pos_45,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
447,OH_6_pos_45,EsculeosideB_rt2p2,1228.5957,0.0,OH
448,OH_6_pos_45,EsculeosideB_rt2p3,1228.5957,0.0,OH
449,OH_6_pos_45,LycoEscu_rt3p3,1270.6076,0.0,OH
450,OH_6_pos_45,LycoEscu_rt2p4,1270.6076,0.0,OH
451,OH_7_pos_83,Dehydrotomatine,1034.5422,378451.0,OH
452,OH_7_pos_83,alpha-Tomatine,1036.5613,4186877.0,OH
453,OH_7_pos_83,Tomatidine,416.3531,0.0,OH
454,OH_7_pos_83,Hydroxytomatine_range,1050.55,1982222.0,OH
455,OH_7_pos_83,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
456,OH_7_pos_83,Acetoxytomatine_II_rt5p3,1092.5608,2888024.0,OH
457,OH_7_pos_83,Acetoxytomatine_II_rt5p4,1092.5608,290713.0,OH
458,OH_7_pos_83,EsculeosideB_rt2p2,1228.5957,0.0,OH
459,OH_7_pos_83,EsculeosideB_rt2p3,1228.5957,0.0,OH
460,OH_7_pos_83,LycoEscu_rt3p3,1270.6076,0.0,OH
461,OH_7_pos_83,LycoEscu_rt2p4,1270.6076,0.0,OH
462,OH_8_pos_135,Dehydrotomatine,1034.5422,805288.0,OH
463,OH_8_pos_135,alpha-Tomatine,1036.5613,3831513.0,OH
464,OH_8_pos_135,Tomatidine,416.3531,789994.0,OH
465,OH_8_pos_135,Hydroxytomatine_range,1050.55,0.0,OH
466,OH_8_pos_135,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
467,OH_8_pos_135,Acetoxytomatine_II_rt5p3,1092.5608,26592.0,OH
468,OH_8_pos_135,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
469,OH_8_pos_135,EsculeosideB_rt2p2,1228.5957,0.0,OH
470,OH_8_pos_135,EsculeosideB_rt2p3,1228.5957,0.0,OH
471,OH_8_pos_135,LycoEscu_rt3p3,1270.6076,0.0,OH
472,OH_8_pos_135,LycoEscu_rt2p4,1270.6076,0.0,OH
473,OH_9_pos_41,Dehydrotomatine,1034.5422,1016791.0,OH
474,OH_9_pos_41,alpha-Tomatine,1036.5613,4934286.0,OH
475,OH_9_pos_41,Tomatidine,416.3531,0.0,OH
476,OH_9_pos_41,Hydroxytomatine_range,1050.55,0.0,OH
477,OH_9_pos_41,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
478,OH_9_pos_41,Acetoxytomatine_II_rt5p3,1092.5608,80073.0,OH
479,OH_9_pos_41,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
480,OH_9_pos_41,EsculeosideB_rt2p2,1228.5957,0.0,OH
481,OH_9_pos_41,EsculeosideB_rt2p3,1228.5957,0.0,OH
482,OH_9_pos_41,LycoEscu_rt3p3,1270.6076,0.0,OH
483,OH_9_pos_41,LycoEscu_rt2p4,1270.6076,0.0,OH
484,OH_10_pos_35,Dehydrotomatine,1034.5422,1025815.0,OH
485,OH_10_pos_35,alpha-Tomatine,1036.5613,4435153.0,OH
486,OH_10_pos_35,Tomatidine,416.3531,0.0,OH
487,OH_10_pos_35,Hydroxytomatine_range,1050.55,0.0,OH
488,OH_10_pos_35,Acetoxytomatine_II_rt4p4,1092.5608,0.0,OH
489,OH_10_pos_35,Acetoxytomatine_II_rt5p3,1092.5608,41751.0,OH
490,OH_10_pos_35,Acetoxytomatine_II_rt5p4,1092.5608,0.0,OH
491,OH_10_pos_35,EsculeosideB_rt2p2,1228.5957,0.0,OH
492,OH_10_pos_35,EsculeosideB_rt2p3,1228.5957,0.0,OH
493,OH_10_pos_35,LycoEscu_rt3p3,1270.6076,0.0,OH
494,OH_10_pos_35,LycoEscu_rt2p4,1270.6076,0.0,OH
495,SA_1_pos_103,Dehydrotomatine,1034.5422,1246802.0,SA
496,SA_1_pos_103,alpha-Tomatine,1036.5613,5801994.0,SA
497,SA_1_pos_103,Tomatidine,416.3531,0.0,SA
498,SA_1_pos_103,Hydroxytomatine_range,1050.55,61583.0,SA
499,SA_1_pos_103,Acetoxytomatine_II_rt4p4,1092.5608,0.0,SA
500,SA_1_pos_103,Acetoxytomatine_II_rt5p3,1092.5608,58001.0,SA
501,SA_1_pos_103,Acetoxytomatine_II_rt5p4,1092.5608,0.0,SA
502,SA_1_pos_103,EsculeosideB_rt2p2,1228.5957,0.0,SA
503,SA_1_pos_103,EsculeosideB_rt2p3,1228.5957,0.0,SA
504,SA_1_pos_103,LycoEscu_rt3p3,1270.6076,0.0,SA
505,SA_1_pos_103,LycoEscu_rt2p4,1270.6076,0.0,SA
506,SA_2_pos_187,Dehydrotomatine,1034.5422,605785.0,SA
507,SA_2_pos_187,alpha-Tomatine,1036.5613,5518573.0,SA
508,SA_2_pos_187,Tomatidine,416.3531,788028.0,SA
509,SA_2_pos_187,Hydroxytomatine_range,1050.55,11477078.0,SA
510,SA_2_pos_187,Acetoxytomatine_II_rt4p4,1092.5608,106495.0,SA
511,SA_2_pos_187,Acetoxytomatine_II_rt5p3,1092.5608,5562545.0,SA
512,SA_2_pos_187,Acetoxytomatine_II_rt5p4,1092.5608,666363.0,SA
513,SA_2_pos_187,EsculeosideB_rt2p2,1228.5957,0.0,SA
514,SA_2_pos_187,EsculeosideB_rt2p3,1228.5957,0.0,SA
515,SA_2_pos_187,LycoEscu_rt3p3,1270.6076,0.0,SA
516,SA_2_pos_187,LycoEscu_rt2p4,1270.6076,0.0,SA
517,SA_3_pos_106,Dehydrotomatine,1034.5422,285403.0,SA
518,SA_3_pos_106,alpha-Tomatine,1036.5613,4207296.0,SA
519,SA_3_pos_106,Tomatidine,416.3531,0.0,SA
520,SA_3_pos_106,Hydroxytomatine_range,1050.55,900781.0,SA
521,SA_3_pos_106,Acetoxytomatine_II_rt4p4,1092.5608,108858.0,SA
522,SA_3_pos_106,Acetoxytomatine_II_rt5p3,1092.5608,10192079.0,SA
523,SA_3_pos_106,Acetoxytomatine_II_rt5p4,1092.5608,1148938.0,SA
524,SA_3_pos_106,EsculeosideB_rt2p2,1228.5957,0.0,SA
525,SA_3_pos_106,EsculeosideB_rt2p3,1228.5957,0.0,SA
526,SA_3_pos_106,LycoEscu_rt3p3,1270.6076,0.0,SA
527,SA_3_pos_106,LycoEscu_rt2p4,1270.6076,0.0,SA
528,SA_4_pos_138,Dehydrotomatine,1034.5422,696475.0,SA
529,SA_4_pos_138,alpha-Tomatine,1036.5613,5895562.0,SA
530,SA_4_pos_138,Tomatidine,416.3531,683037.0,SA
531,SA_4_pos_138,Hydroxytomatine_range,1050.55,14825660.0,SA
532,SA_4_pos_138,Acetoxytomatine_II_rt4p4,1092.5608,134537.0,SA
533,SA_4_pos_138,Acetoxytomatine_II_rt5p3,1092.5608,7001166.0,SA
534,SA_4_pos_138,Acetoxytomatine_II_rt5p4,1092.5608,884103.0,SA
535,SA_4_pos_138,EsculeosideB_rt2p2,1228.5957,0.0,SA
536,SA_4_pos_138,EsculeosideB_rt2p3,1228.5957,0.0,SA
537,SA_4_pos_138,LycoEscu_rt3p3,1270.6076,0.0,SA
538,SA_4_pos_138,LycoEscu_rt2p4,1270.6076,0.0,SA
539,SA_5_pos_123,Dehydrotomatine,1034.5422,1980125.0,SA
540,SA_5_pos_123,alpha-Tomatine,1036.5613,8810400.0,SA
541,SA_5_pos_123,Tomatidine,416.3531,55451.0,SA
542,SA_5_pos_123,Hydroxytomatine_range,1050.55,2339519.0,SA
543,SA_5_pos_123,Acetoxytomatine_II_rt4p4,1092.5608,111727.0,SA
544,SA_5_pos_123,Acetoxytomatine_II_rt5p3,1092.5608,3973656.0,SA
545,SA_5_pos_123,Acetoxytomatine_II_rt5p4,1092.5608,972341.0,SA
546,SA_5_pos_123,EsculeosideB_rt2p2,1228.5957,7301.0,SA
547,SA_5_pos_123,EsculeosideB_rt2p3,1228.5957,0.0,SA
548,SA_5_pos_123,LycoEscu_rt3p3,1270.6076,0.0,SA
549,SA_5_pos_123,LycoEscu_rt2p4,1270.6076,0.0,SA
550,SA_6_pos_50,Dehydrotomatine,1034.5422,710702.0,SA
551,SA_6_pos_50,alpha-Tomatine,1036.5613,6318718.0,SA
552,SA_6_pos_50,Tomatidine,416.3531,0.0,SA
553,SA_6_pos_50,Hydroxytomatine_range,1050.55,16678134.0,SA
554,SA_6_pos_50,Acetoxytomatine_II_rt4p4,1092.5608,199330.0,SA
555,SA_6_pos_50,Acetoxytomatine_II_rt5p3,1092.5608,7740920.0,SA
556,SA_6_pos_50,Acetoxytomatine_II_rt5p4,1092.5608,1091853.0,SA
557,SA_6_pos_50,EsculeosideB_rt2p2,1228.5957,0.0,SA
558,SA_6_pos_50,EsculeosideB_rt2p3,1228.5957,0.0,SA
559,SA_6_pos_50,LycoEscu_rt3p3,1270.6076,0.0,SA
560,SA_6_pos_50,LycoEscu_rt2p4,1270.6076,0.0,SA
561,SA_7_pos_128,Dehydrotomatine,1034.5422,1017487.0,SA
562,SA_7_pos_128,alpha-Tomatine,1036.5613,4246712.0,SA
563,SA_7_pos_128,Tomatidine,416.3531,709691.0,SA
564,SA_7_pos_128,Hydroxytomatine_range,1050.55,0.0,SA
565,SA_7_pos_128,Acetoxytomatine_II_rt4p4,1092.5608,0.0,SA
566,SA_7_pos_128,Acetoxytomatine_II_rt5p3,1092.5608,51479.0,SA
567,SA_7_pos_128,Acetoxytomatine_II_rt5p4,1092.5608,0.0,SA
568,SA_7_pos_128,EsculeosideB_rt2p2,1228.5957,0.0,SA
569,SA_7_pos_128,EsculeosideB_rt2p3,1228.5957,0.0,SA
570,SA_7_pos_128,LycoEscu_rt3p3,1270.6076,0.0,SA
571,SA_7_pos_128,LycoEscu_rt2p4,1270.6076,0.0,SA
572,SA_8_pos_44,Dehydrotomatine,1034.5422,662203.0,SA
573,SA_8_pos_44,alpha-Tomatine,1036.5613,5840711.0,SA
574,SA_8_pos_44,Tomatidine,416.3531,0.0,SA
575,SA_8_pos_44,Hydroxytomatine_range,1050.55,13857719.0,SA
576,SA_8_pos_44,Acetoxytomatine_II_rt4p4,1092.5608,156171.0,SA
577,SA_8_pos_44,Acetoxytomatine_II_rt5p3,1092.5608,7319141.0,SA
578,SA_8_pos_44,Acetoxytomatine_II_rt5p4,1092.5608,1056343.0,SA
579,SA_8_pos_44,EsculeosideB_rt2p2,1228.5957,0.0,SA
580,SA_8_pos_44,EsculeosideB_rt2p3,1228.5957,0.0,SA
581,SA_8_pos_44,LycoEscu_rt3p3,1270.6076,0.0,SA
582,SA_8_pos_44,LycoEscu_rt2p4,1270.6076,0.0,SA
583,SA_9_pos_153,Dehydrotomatine,1034.5422,754977.0,SA
584,SA_9_pos_153,alpha-Tomatine,1036.5613,6263711.0,SA
585,SA_9_pos_153,Tomatidine,416.3531,798267.0,SA
586,SA_9_pos_153,Hydroxytomatine_range,1050.55,13542913.0,SA
587,SA_9_pos_153,Acetoxytomatine_II_rt4p4,1092.5608,148547.0,SA
588,SA_9_pos_153,Acetoxytomatine_II_rt5p3,1092.5608,6873163.0,SA
589,SA_9_pos_153,Acetoxytomatine_II_rt5p4,1092.5608,822440.0,SA
590,SA_9_pos_153,EsculeosideB_rt2p2,1228.5957,0.0,SA
591,SA_9_pos_153,EsculeosideB_rt2p3,1228.5957,0.0,SA
592,SA_9_pos_153,LycoEscu_rt3p3,1270.6076,0.0,SA
593,SA_9_pos_153,LycoEscu_rt2p4,1270.6076,0.0,SA
594,SA_10_pos_47,Dehydrotomatine,1034.5422,532806.0,SA
595,SA_10_pos_47,alpha-Tomatine,1036.5613,5158365.0,SA
596,SA_10_pos_47,Tomatidine,416.3531,0.0,SA
597,SA_10_pos_47,Hydroxytomatine_range,1050.55,10466456.0,SA
598,SA_10_pos_47,Acetoxytomatine_II_rt4p4,1092.5608,101052.0,SA
599,SA_10_pos_47,Acetoxytomatine_II_rt5p3,1092.5608,6283862.0,SA
600,SA_10_pos_47,Acetoxytomatine_II_rt5p4,1092.5608,790754.0,SA
601,SA_10_pos_47,EsculeosideB_rt2p2,1228.5957,0.0,SA
602,SA_10_pos_47,EsculeosideB_rt2p3,1228.5957,0.0,SA
603,SA_10_pos_47,LycoEscu_rt3p3,1270.6076,0.0,SA
604,SA_10_pos_47,LycoEscu_rt2p4,1270.6076,0.0,SA
605,SC_1_pos_97,Dehydrotomatine,1034.5422,250333.0,SC
606,SC_1_pos_97,alpha-Tomatine,1036.5613,3947845.0,SC
607,SC_1_pos_97,Tomatidine,416.3531,0.0,SC
608,SC_1_pos_97,Hydroxytomatine_range,1050.55,796042.0,SC
609,SC_1_pos_97,Acetoxytomatine_II_rt4p4,1092.5608,92747.0,SC
610,SC_1_pos_97,Acetoxytomatine_II_rt5p3,1092.5608,9901396.0,SC
611,SC_1_pos_97,Acetoxytomatine_II_rt5p4,1092.5608,1031642.0,SC
612,SC_1_pos_97,EsculeosideB_rt2p2,1228.5957,0.0,SC
613,SC_1_pos_97,EsculeosideB_rt2p3,1228.5957,0.0,SC
614,SC_1_pos_97,LycoEscu_rt3p3,1270.6076,0.0,SC
615,SC_1_pos_97,LycoEscu_rt2p4,1270.6076,0.0,SC
616,SC_2_pos_152,Dehydrotomatine,1034.5422,1888011.0,SC
617,SC_2_pos_152,alpha-Tomatine,1036.5613,9310931.0,SC
618,SC_2_pos_152,Tomatidine,416.3531,860474.0,SC
619,SC_2_pos_152,Hydroxytomatine_range,1050.55,4990541.0,SC
620,SC_2_pos_152,Acetoxytomatine_II_rt4p4,1092.5608,618874.0,SC
621,SC_2_pos_152,Acetoxytomatine_II_rt5p3,1092.5608,12682936.0,SC
622,SC_2_pos_152,Acetoxytomatine_II_rt5p4,1092.5608,1893618.0,SC
623,SC_2_pos_152,EsculeosideB_rt2p2,1228.5957,0.0,SC
624,SC_2_pos_152,EsculeosideB_rt2p3,1228.5957,0.0,SC
625,SC_2_pos_152,LycoEscu_rt3p3,1270.6076,0.0,SC
626,SC_2_pos_152,LycoEscu_rt2p4,1270.6076,0.0,SC
627,SC_3_pos_148,Dehydrotomatine,1034.5422,2005102.0,SC
628,SC_3_pos_148,alpha-Tomatine,1036.5613,9895477.0,SC
629,SC_3_pos_148,Tomatidine,416.3531,821306.0,SC
630,SC_3_pos_148,Hydroxytomatine_range,1050.55,5328534.0,SC
631,SC_3_pos_148,Acetoxytomatine_II_rt4p4,1092.5608,709967.0,SC
632,SC_3_pos_148,Acetoxytomatine_II_rt5p3,1092.5608,15357355.0,SC
633,SC_3_pos_148,Acetoxytomatine_II_rt5p4,1092.5608,2261979.0,SC
634,SC_3_pos_148,EsculeosideB_rt2p2,1228.5957,0.0,SC
635,SC_3_pos_148,EsculeosideB_rt2p3,1228.5957,0.0,SC
636,SC_3_pos_148,LycoEscu_rt3p3,1270.6076,0.0,SC
637,SC_3_pos_148,LycoEscu_rt2p4,1270.6076,0.0,SC
638,SC_4_pos_131,Dehydrotomatine,1034.5422,1724110.0,SC
639,SC_4_pos_131,alpha-Tomatine,1036.5613,8697339.0,SC
640,SC_4_pos_131,Tomatidine,416.3531,810292.0,SC
641,SC_4_pos_131,Hydroxytomatine_range,1050.55,4220853.0,SC
642,SC_4_pos_131,Acetoxytomatine_II_rt4p4,1092.5608,490491.0,SC
643,SC_4_pos_131,Acetoxytomatine_II_rt5p3,1092.5608,12489011.0,SC
644,SC_4_pos_131,Acetoxytomatine_II_rt5p4,1092.5608,1825103.0,SC
645,SC_4_pos_131,EsculeosideB_rt2p2,1228.5957,0.0,SC
646,SC_4_pos_131,EsculeosideB_rt2p3,1228.5957,0.0,SC
647,SC_4_pos_131,LycoEscu_rt3p3,1270.6076,0.0,SC
648,SC_4_pos_131,LycoEscu_rt2p4,1270.6076,0.0,SC
649,SC_5_pos_192,Dehydrotomatine,1034.5422,1616474.0,SC
650,SC_5_pos_192,alpha-Tomatine,1036.5613,9885930.0,SC
651,SC_5_pos_192,Tomatidine,416.3531,822414.0,SC
652,SC_5_pos_192,Hydroxytomatine_range,1050.55,5598319.0,SC
653,SC_5_pos_192,Acetoxytomatine_II_rt4p4,1092.5608,767427.0,SC
654,SC_5_pos_192,Acetoxytomatine_II_rt5p3,1092.5608,13776688.0,SC
655,SC_5_pos_192,Acetoxytomatine_II_rt5p4,1092.5608,2073582.0,SC
656,SC_5_pos_192,EsculeosideB_rt2p2,1228.5957,0.0,SC
657,SC_5_pos_192,EsculeosideB_rt2p3,1228.5957,0.0,SC
658,SC_5_pos_192,LycoEscu_rt3p3,1270.6076,0.0,SC
659,SC_5_pos_192,LycoEscu_rt2p4,1270.6076,0.0,SC
660,SC_6_pos_88,Dehydrotomatine,1034.5422,456427.0,SC
661,SC_6_pos_88,alpha-Tomatine,1036.5613,4554730.0,SC
662,SC_6_pos_88,Tomatidine,416.3531,0.0,SC
663,SC_6_pos_88,Hydroxytomatine_range,1050.55,20843651.0,SC
664,SC_6_pos_88,Acetoxytomatine_II_rt4p4,1092.5608,0.0,SC
665,SC_6_pos_88,Acetoxytomatine_II_rt5p3,1092.5608,83822.0,SC
666,SC_6_pos_88,Acetoxytomatine_II_rt5p4,1092.5608,0.0,SC
667,SC_6_pos_88,EsculeosideB_rt2p2,1228.5957,0.0,SC
668,SC_6_pos_88,EsculeosideB_rt2p3,1228.5957,0.0,SC
669,SC_6_pos_88,LycoEscu_rt3p3,1270.6076,0.0,SC
670,SC_6_pos_88,LycoEscu_rt2p4,1270.6076,0.0,SC
671,SC_7_pos_125,Dehydrotomatine,1034.5422,6219401.0,SC
672,SC_7_pos_125,alpha-Tomatine,1036.5613,15849832.0,SC
673,SC_7_pos_125,Tomatidine,416.3531,793899.0,SC
674,SC_7_pos_125,Hydroxytomatine_range,1050.55,694745.0,SC
675,SC_7_pos_125,Acetoxytomatine_II_rt4p4,1092.5608,0.0,SC
676,SC_7_pos_125,Acetoxytomatine_II_rt5p3,1092.5608,536839.0,SC
677,SC_7_pos_125,Acetoxytomatine_II_rt5p4,1092.5608,41110.0,SC
678,SC_7_pos_125,EsculeosideB_rt2p2,1228.5957,0.0,SC
679,SC_7_pos_125,EsculeosideB_rt2p3,1228.5957,0.0,SC
680,SC_7_pos_125,LycoEscu_rt3p3,1270.6076,0.0,SC
681,SC_7_pos_125,LycoEscu_rt2p4,1270.6076,0.0,SC
682,SC_8_pos_43,Dehydrotomatine,1034.5422,1811966.0,SC
683,SC_8_pos_43,alpha-Tomatine,1036.5613,9028732.0,SC
684,SC_8_pos_43,Tomatidine,416.3531,0.0,SC
685,SC_8_pos_43,Hydroxytomatine_range,1050.55,5396687.0,SC
686,SC_8_pos_43,Acetoxytomatine_II_rt4p4,1092.5608,760001.0,SC
687,SC_8_pos_43,Acetoxytomatine_II_rt5p3,1092.5608,13778534.0,SC
688,SC_8_pos_43,Acetoxytomatine_II_rt5p4,1092.5608,2394554.0,SC
689,SC_8_pos_43,EsculeosideB_rt2p2,1228.5957,0.0,SC
690,SC_8_pos_43,EsculeosideB_rt2p3,1228.5957,0.0,SC
691,SC_8_pos_43,LycoEscu_rt3p3,1270.6076,0.0,SC
692,SC_8_pos_43,LycoEscu_rt2p4,1270.6076,0.0,SC
693,SC_9_pos_58,Dehydrotomatine,1034.5422,1630143.0,SC
694,SC_9_pos_58,alpha-Tomatine,1036.5613,8392302.0,SC
695,SC_9_pos_58,Tomatidine,416.3531,0.0,SC
696,SC_9_pos_58,Hydroxytomatine_range,1050.55,3161018.0,SC
697,SC_9_pos_58,Acetoxytomatine_II_rt4p4,1092.5608,262763.0,SC
